Fecha valor,Fecha de operación,Importe,Moneda,Concepto,Entidad,Nombre de producto,Tipo de producto,Tipo de movimiento,Categoría,Nota
6/10/19,6/10/19,"400,00",EUR,Traspaso periódico recibido,Ing Direct,Imprevistos,Cuenta,No computable,Traspasos y transferencias,Spo from 1708097649
6/10/19,,"-1.345,87",EUR,Pago en avianca1342492956398 bogota,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Transportes,Operacion
6/10/19,,"-1.220,87",EUR,Pago en avianca1342492956378 bogota,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Transportes,Operacion
5/10/19,5/10/19,"-1.829,32",EUR,Cargo mensual tarjeta crédito,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Tarjeta crédito,Liq. tarjeta crédito : 0160001
5/10/19,,"-3,75",EUR,Pago en costco sucursal getafe getafe,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Restaurante,Operacion
5/10/19,,"-55,00",EUR,Pago en costco sucursal getafe getafe,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Ropa,Operacion
5/10/19,,"-174,36",EUR,Pago en costco sucursal getafe getafe,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
5/10/19,,"-68,04",EUR,Pago en costco gasolinera getafe getafe,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
5/10/19,,"-31,16",EUR,Pago en mercadona alcala atenea alcala de hen,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
4/10/19,,"-9,66",EUR,Pago en farmacia me isabel garcia alameda,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Farmacia,Operacion
3/10/19,3/10/19,"10,50",EUR,"Transferencia recibida de audatex datos espana, s.a. exp7200-002161-t5638946391",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Parking y peaje,Exp7200002161t5638946391  gastos solera
3/10/19,3/10/19,"-39,08",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo préstamo 7712839179/3
3/10/19,3/10/19,"-90,23",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo cuota préstamo 7712284698/5
3/10/19,,"-25,43",EUR,Pago en avda union europea meco,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
3/10/19,,"-3,34",EUR,"Pago en dia, s.a. meco",Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
3/10/19,,"-9,20",EUR,Pago en farmacia alvarez llano alcala de hen,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Farmacia,Operacion
2/10/19,2/10/19,"-25,00",EUR,Seguros adeslas madrid,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Seguro salud,
2/10/19,2/10/19,"-84,70",EUR,Adeudo recibo realia patrimonio slu,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Parking y peaje,
1/10/19,,"-216,88",EUR,Pago en avda union europea meco,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
1/10/19,1/10/19,"-10,00",EUR,Adeudo recibo parroquia ntra sra del transito,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Solidaridad,
1/10/19,1/10/19,"-14,35",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/10/19,1/10/19,"-10,12",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/10/19,1/10/19,"-5,95",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/10/19,1/10/19,"0,01",EUR,Intereses a su favor,Ing Direct,Imprevistos,Cuenta,Ingreso,Rendimientos,
1/10/19,1/10/19,"-20,00",EUR,Ingreso fondos-planes,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Inversiones,Aportaciones al plan: 4103616046-15-1
1/10/19,,"-8,90",EUR,Pago en women secret alcala de hen,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Operacion
1/10/19,,"-43,35",EUR,Pago en e3056 alcala henares c/ madrid,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
1/10/19,,"1,30",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
30/09/19,30/09/19,"-569,82",EUR,Prestamos adeudo cuota n.8072699409 30/09/19,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Hipoteca,
30/09/19,30/09/19,"-612,14",EUR,Recibo wizink bank sa,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Tarjeta crédito,Pago mensual tarjeta 4909xxxxxxxx0000 liquidacion al dia : 25.09.2019
30/09/19,,"612,14",EUR,Pago recibo mes anterior,Wizink,Visa Oro,Tarjeta de crédito,No computable,Tarjeta crédito,
28/09/19,,"-25,75",EUR,Grupo ahorramas 1371,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Supermercado,
26/09/19,,"-77,66",EUR,Pago en e3056 alcala henares c/ madrid,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
26/09/19,,"-63,50",EUR,Pago en rb meco alameda,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Óptica y dentista,Operacion
26/09/19,,"-379,41",EUR,Talleres busmacar,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Mantenimiento vehículo,
26/09/19,,"1,55",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
26/09/19,,"2,33",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
25/09/19,25/09/19,"-61,00",EUR,Telefonos vodafone,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Internet,
25/09/19,,"-22,99",EUR,Pago en dismoda com distrib alcala de hen,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Operacion
25/09/19,,"-12,35",EUR,Pago en casa del libro alcala henare,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Librería,Operacion
24/09/19,24/09/19,"3.647,56",EUR,"Nomina audatex datos espana, s.a.",Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Nómina,
24/09/19,24/09/19,"-223,00",EUR,Recibo fundacion escolapias montal colegio calasanz,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Estudios,"Periodo: sep19, recibo:cc36717, usuario: claudia costanza buendia cruz"
24/09/19,24/09/19,"10.000,00",EUR,Transferencia recibida de javier hernando plazas becerra bonus solera,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Traspasos y transferencias,Bonus solera
24/09/19,,"-80,00",EUR,Pago en el corte ingles c.c.alcal alcala de hen,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Ropa,Operacion
24/09/19,,"48,95",EUR,Abono en el corte ingles c.c.alcal alcala de hen,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Ropa,Operacion
24/09/19,,"-26,99",EUR,Pago en mango cc alcala magna alcala henare,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Operacion
24/09/19,,"-65,00",EUR,Pago en botticelli c.c. alcala ma alcala de hen,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Regalos,Operacion
24/09/19,24/09/19,"-5,00",EUR,Pago bizum eduardo fernando huertes a,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Regalos,
24/09/19,24/09/19,"-41,41",EUR,Electricidad endesa energia sau factura de gas pm,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Gas,
23/09/19,23/09/19,"9.381,32",EUR,"Nomina audatex datos espana, s.a.",Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Nómina,Bonus
23/09/19,23/09/19,"-11,29",EUR,"Gas naturgy iberia, s.a. naturgy1811675509",Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Gas,
23/09/19,23/09/19,"-10.000,00",EUR,Transferencia a javier hernando plazas becerra,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,
23/09/19,,"-302,99",EUR,Pago en xoom luxembourg,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Regalos,Giro ivan
23/09/19,,"-20,00",EUR,Pago en e3056 alcala henares c/ madrid,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
23/09/19,,"0,40",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
23/09/19,,"0,60",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
22/09/19,,"-43,55",EUR,Pago en e3033 alcala henares vi madrid,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
22/09/19,,"0,87",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
22/09/19,,"1,31",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
21/09/19,21/09/19,"-50,00",EUR,Reintegro efectivo tarjeta bankia 0534 alcala de henes,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Estudios,Bankia 0534 alcala de henes
21/09/19,21/09/19,"-50,00",EUR,Reintegro efectivo tarjeta bankia 0534 alcala de henes,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Efectivo,Bankia 0534 alcala de henes
21/09/19,,"-35,41",EUR,Grupo ahorramas 1371,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Supermercado,
20/09/19,20/09/19,"100,00",EUR,Transferencia recibida de a.e.a.t. devoluciones tributarias aeat apl:abono antic dedu familiares-fng19mod:143inf:familia numerosa gen 08-2019 exp:2019dev14329420255r aeat,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Ingreso,Devolución impuestos,Aeat apl:abono antic dedu familiares-fng19mod:143inf:familia numerosa gen 08-2019 exp:2019dev14329420255r aeat
20/09/19,,"-15,01",EUR,Pago en casa del libro alcala henare,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Librería,Operacion
20/09/19,,"-5,00",EUR,Delikia vincios es,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Restaurante,
20/09/19,,"-5,00",EUR,Delikia vincios es,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Restaurante,
19/09/19,,"-131,44",EUR,Talleres busmacar alcala de hen es,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Mantenimiento vehículo,
18/09/19,18/09/19,"-150,00",EUR,Transferencia a sofia plazas buendia,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,
18/09/19,,"-22,78",EUR,Pago en avda union europea meco,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
17/09/19,,"-9,99",EUR,Spotify p0cc9adeea stockholm se,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Servicios y productos online,
16/09/19,16/09/19,"-130,00",EUR,Recibo fundacion colegio alborada,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Estudios,Lucia- +comedor 130e
16/09/19,16/09/19,"-150,00",EUR,Recibo fundacion colegio alborada,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Estudios,Natalia- +cuota bachillerato 350e / +beca fca -200e
16/09/19,16/09/19,"-65,00",EUR,Recibo fundacion colegio alborada,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Estudios,Lucia- +cuota secundaria 156e / +beca fca -91e
15/09/19,,"-19,70",EUR,Pago en llao llao alcala de hen,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Restaurante,Operacion
14/09/19,,"-22,74",EUR,Pago en grupo ahorramas 1371 meco,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
14/09/19,,"-20,00",EUR,Pago en twyp las rozas,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Transferencias,Operacion
14/09/19,,"-14,97",EUR,Pago en alcampo s a alcala henare,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
13/09/19,13/09/19,"-11,69",EUR,Electricidad endesa energia sau factura de electr,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Electricidad,
13/09/19,,"-9,59",EUR,Pago en alcampo supermercados meco,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
12/09/19,,"-0,60",EUR,Pago en atpseitt alcobenda >alco madrid,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Parking y peaje,Operacion
11/09/19,11/09/19,"-99,02",EUR,Recibo residencial los olmedos ( c/ estonia 8 ),Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Comunidad,"Cuota septiembre duplex j 99,02"
11/09/19,,"-10,50",EUR,Pago en serranopark madrid,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Parking y peaje,Operacion
11/09/19,,"-52,00",EUR,Pago en casa del libro alcala henare,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Librería,Operacion
11/09/19,,"0,80",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
11/09/19,,"1,20",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
11/09/19,,"-40,14",EUR,Pago en e3056 alcala henares c/ madrid,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
10/09/19,,"1,20",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
9/09/19,9/09/19,"-242,87",EUR,"Recibo volkswagen bank, gmbh s.e.",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Compra vehículo,"Vcto. 09/09/2019, contrato: 01fi50031252,atencion cliente volkswagen finance: 914279900,el pago de este recibo no implica pagos anteriores."
9/09/19,,"-100,00",EUR,Pago en mecovision meco,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Óptica y dentista,Operacion
9/09/19,,"-5,98",EUR,Pago en mercadona cc alcala magna madrid,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
8/09/19,,"-11,84",EUR,"Pago en dia, s.a. meco",Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
7/09/19,,"-17,35",EUR,Pago en grupo ahorramas 1371 meco,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
7/09/19,,"-15,40",EUR,"Pago en oyambre 1, s.l. meco",Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
6/09/19,6/09/19,"-400,00",EUR,Traspaso periódico emitido nómina,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Traspasos y transferencias,Spo to 2700287602
6/09/19,6/09/19,"400,00",EUR,Traspaso periódico recibido,Ing Direct,Imprevistos,Cuenta,No computable,Traspasos y transferencias,Spo from 1708097649
5/09/19,5/09/19,"-1.337,90",EUR,Cargo mensual tarjeta crédito,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Tarjeta crédito,Liq. tarjeta crédito : 0160001
4/09/19,,"-102,11",EUR,Pago en libreria abecedario alcala de hen,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Librería,Operacion
4/09/19,,"-95,05",EUR,Pago en amzn mktp es*ma0mu81c4 800 279 6620,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Ropa,Operacion
3/09/19,3/09/19,"-25,00",EUR,Seguros adeslas madrid,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Seguro salud,
3/09/19,3/09/19,"-44,45",EUR,Agua canal de isabel ii s a,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Agua,
3/09/19,3/09/19,"-39,08",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo préstamo 7712839179/2
3/09/19,3/09/19,"-90,23",EUR,Cargo cuota de préstamo,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Préstamos,Cargo cuota préstamo 7712284698/4
3/09/19,,"-223,43",EUR,Pago en avda union europea meco,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
2/09/19,2/09/19,"-10,00",EUR,Adeudo recibo parroquia ntra sra del transito,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Solidaridad,
2/09/19,2/09/19,"-84,70",EUR,Adeudo recibo realia patrimonio slu,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Parking y peaje,
2/09/19,2/09/19,"-6,75",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
2/09/19,2/09/19,"-6,15",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
2/09/19,2/09/19,"-6,55",EUR,Recibo telefonica moviles espana,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Móvil,Factura tuenti
1/09/19,,"-261,00",EUR,El corte ingles cc alcala,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Hogar,
1/09/19,,"-75,49",EUR,Pago en costco sucursal getafe getafe,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
1/09/19,,"-9,66",EUR,Pago en farmacia me isabel garcia alameda,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Farmacia,Operacion
1/09/19,,"-3,90",EUR,Pago en llao llao alcala de hen,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Restaurante,Operacion
31/08/19,,"-80,49",EUR,Grupo ahorramas 1371,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Supermercado,
30/08/19,31/08/19,"-569,82",EUR,Prestamos adeudo cuota n.8072699409 31/08/19,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Hipoteca,
30/08/19,30/08/19,"-604,89",EUR,Recibo wizink bank sa,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Tarjeta crédito,Pago mensual tarjeta 4909xxxxxxxx0000 liquidacion al dia : 27.08.2019
30/08/19,30/08/19,"3.500,00",EUR,Transferencia recibida de javier hernando plazas becerra nomina solera agosto 2019,Ing Direct,Cuenta NÓMINA Principal,Cuenta,No computable,Traspasos y transferencias,Nomina solera agosto 2019
30/08/19,,"604,89",EUR,Pago recibo mes anterior,Wizink,Visa Oro,Tarjeta de crédito,No computable,Tarjeta crédito,
29/08/19,29/08/19,"100,00",EUR,Transferencia recibida de a.e.a.t. devoluciones tributarias aeat apl:abono antic dedu familiares-fng19mod:143inf:familia numerosa gen 07-2019 exp:2019dev14329420218x aeat,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Ingreso,Devolución impuestos,Aeat apl:abono antic dedu familiares-fng19mod:143inf:familia numerosa gen 07-2019 exp:2019dev14329420218x aeat
29/08/19,29/08/19,"-3.500,00",EUR,Transferencia a javier hernando plazas becerra,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,
27/08/19,,"-64,17",EUR,Pago en e3056 alcala henares c/ madrid,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
27/08/19,,"-24,49",EUR,Pago en el corte ingles c.c.alcal alcala de hen,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Ropa,Operacion
27/08/19,,"1,28",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
27/08/19,,"1,93",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
26/08/19,26/08/19,"3.642,15",EUR,"Nomina audatex datos espana, s.a.",Sabadell,CUENTA EXPANSIÓN,Cuenta,Ingreso,Nómina,
26/08/19,26/08/19,"-60,84",EUR,Telefonos vodafone,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Internet,
24/08/19,,"-10,42",EUR,Pago en avda union europea meco,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
24/08/19,,"-37,03",EUR,Grupo ahorramas 1371,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Supermercado,
23/08/19,,"-12,20",EUR,"Pago en metro de madrid, s.a. 2 madrid",Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Transportes,Operacion
23/08/19,,"-40,00",EUR,Pago en e3056 alcala henares c/ madrid,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
23/08/19,,"-5,31",EUR,Pago en alberto j.carrasco martin madrid,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Farmacia,Operacion
23/08/19,,"0,80",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
23/08/19,,"1,20",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Gasolina,Operacion
21/08/19,21/08/19,"36,40",EUR,"Transferencia recibida de audatex datos espana, s.a. exp7200-002095-t5638877814",Ing Direct,Cuenta NÓMINA Principal,Cuenta,Ingreso,Transferencias,Exp7200-002095-t5638877814
21/08/19,21/08/19,"-127,07",EUR,Electricidad endesa energia sau factura de electr,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Electricidad,
21/08/19,,"-2,64",EUR,Pago en avda union europea meco,Ing Direct,Tarjeta Claudia,Tarjeta de crédito,Gasto,Supermercado,Operacion
21/08/19,,"-8,93",EUR,Store asia s.l.,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Otras compras,
21/08/19,,"-14,11",EUR,Lidl alcala hen.atenea,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Supermercado,
21/08/19,,"-25,22",EUR,Paypal *lizard tech,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Servicios y productos online,
20/08/19,,"-47,06",EUR,Avda union europea,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Supermercado,
19/08/19,19/08/19,"-62,32",EUR,"Seguros ocaso, s.a. seguros/reaseguros madrid",Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Seguro vida,
19/08/19,19/08/19,"-62,32",EUR,"Seguros ocaso, s.a. seguros/reaseguros madrid",Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Seguro vida,
19/08/19,,"-7,99",EUR,Pago en mercadona espartales alcala henare,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
19/08/19,,"-112,60",EUR,Hostal la trucha benavente es,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Hotel,
19/08/19,,"-12,70",EUR,Castellana de autopistas san rafael es,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Parking y peaje,
18/08/19,18/08/19,"-2,00",EUR,Comisión cajero banco santander puebla sanabr49,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Cargos bancarios,Banco santander puebla sanabr49
18/08/19,18/08/19,"-50,00",EUR,Reintegro efectivo tarjeta banco santander puebla sanabr49,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Restaurante,Banco santander puebla sanabr49
18/08/19,,"-61,00",EUR,"Pago en area servicio allariz,s.l allariz",Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
18/08/19,,"-13,00",EUR,La joya unica bormujos es,Wizink,Visa Oro,Tarjeta de crédito,Gasto,Regalos,
18/08/19,,"1,22",EUR,Abono por campaña abono shopping naranja: galp extra crédito,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
18/08/19,,"1,83",EUR,Abono por campaña abono shopping naranja:galp,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
17/08/19,,"-48,95",EUR,Pago en quiosco faro fisterra cabo (finiste,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Regalos,Operacion
17/08/19,,"-21,04",EUR,Pago en super coviran rita carnota,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
16/08/19,16/08/19,"-150,00",EUR,Transferencia a sofia plazas buendia,Sabadell,CUENTA EXPANSIÓN,Cuenta,No computable,Traspasos y transferencias,
15/08/19,,"-6,99",EUR,Pago en super coviran rita carnota,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
15/08/19,,"-4,99",EUR,Pago en hp printing and comput las rozas,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Servicios y productos online,Operacion
14/08/19,14/08/19,"-100,00",EUR,Reintegro efectivo tarjeta bankia 4007 santiago es,Ing Direct,Cuenta NÓMINA Principal,Cuenta,Gasto,Otros ocio,Bankia 4007 santiago es
14/08/19,,"-8,40",EUR,Pago en parking santiago santiago,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Parking y peaje,Operacion
14/08/19,,"-13,59",EUR,Pago en super coviran rita carnota,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
13/08/19,,"-32,70",EUR,Pago en market cee cee,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
13/08/19,,"-42,33",EUR,Pago en super coviran rita carnota,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
12/08/19,12/08/19,"-11,69",EUR,Electricidad endesa energia sau factura de electr,Sabadell,CUENTA EXPANSIÓN,Cuenta,Gasto,Electricidad,
12/08/19,,"-66,90",EUR,Pago en estacion servicio seoane a ba#a,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
12/08/19,,"-7,70",EUR,Pago en gasolinera monte manantia villanueva de,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Supermercado,Operacion
12/08/19,,"-12,60",EUR,Pago en gasolinera monte manantia villanueva de,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Restaurante,Operacion
12/08/19,,"1,34",EUR,Abono por campaña abono shopping naranja: shell extra crédito,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
12/08/19,,"2,01",EUR,Abono por campaña abono shopping naranja:shell,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Gasolina,Operacion
12/08/19,,"-6,00",EUR,Pago en 005 ponte vedra feal san mame,Ing Direct,Tarjeta Crédito,Tarjeta de crédito,Gasto,Parking y peaje,Operacion
